@relation arabicText

@attribute arabicclass {Dialect,MSA}
@attribute text String

@data
Dialect,'الدعوة مش بالكلام بس ممكن نكون دعاة بأخلاقنا و أسلوبنا و تعاملنا'
MSA,'الدعوة ليست بالكلام لكن ممكن أن نكون دعاة بأخلاقنا و أسلوبنا و تعاملنا'
Dialect,'ربنا يبارك فيه و يكون قدوه للجميع المسلمين فى انحاء العالم'
MSA,'ربنا يبارك فيه و يكون قدوه للجميع المسلمين فى أنحاء العالم'
Dialect,'اللهم ثبت قلوبنا على الايمان'
MSA,'اللهم ثبت قلوبنا على الإيمان'
Dialect,'اللهم اجعلنا ممن يعطي الامانة حقه'
MSA,'اللهم اجعلنا ممن يعطي الأمانة حقها'
Dialect,'اللهم اعنا على انفسنا و اجعلنا نرى الدنيا صغيرة و الآخرة كبير'
MSA,'اللهم أعنا على أنفسنا و اجعلنا نرى الدنيا صغيرة و الآخرة كبيرة'
Dialect,'سلمت ... و سلمت يداك ... انها الاخلاق الكريمة التي علمنا اياها رسولنا الاعظم صلوات الله و سلامه عليه ... و اننا انشاء الله سنفعل ما بوسعنا حتى نرسم صورة راقية و جميلة عن ديننا و اخلاقنا .. و الله المستعان'
MSA,'سلمت ... و سلمت يداك ... إنها الاخلاق الكريمة التي علمنا إياها رسولنا الأعظم صلوات الله و سلامه عليه ... و إننا إن شاء الله سنفعل ما بوسعنا حتى نرسم صورة راقية و جميلة عن ديننا و أخلاقنا .. و الله المستعان'
Dialect,'قصة جميلة تعلم الناس كمان الامانة لان اذا اخذ القليل اخذا الكثير'
MSA,'قصة جميلة تعلم الناس أيضا الأمانة لأنه إذا أخذ القليل أخذ الكثير'
Dialect,'الحمد لله أكسجين يعيد للصدر أنفاسه ، ف تجدها ب الصوت السعيد و الصوت المتئاكل من البكاء'
MSA,'الحمد لله أوكسجين يعيد للصدر أنفاسه ، فتجدها بالصوت السعيد و الصوت المتآكل من البكاء'
Dialect,'الله على دينا العظيم'
MSA,'الله على ديننا العظيم'
Dialect,'اللهم اجعل لنا ايمانا صادقا و قلبا خاشعا و علما نافعا'
MSA,'اللهم اجعل لنا إيمانا صادقا و قلبا خاشعا و علما نافعا'
Dialect,' وهذه من اكبر المشاكل التي تؤرق الشباب في هذه الايام'
MSA,' وهذه من أكبر المشاكل التي تؤرق الشباب في هذه الايام'
Dialect,'ان من صفات الاسلام الامانة'
MSA,'إن من صفات الإسلام الأمانة'
Dialect,'ما شاء الله جميله جدا'
MSA,'ما شاء الله جميلة جدا'
Dialect,'اللهم زينا بالخلق الحسن و ارزقنا الامانة و نظافة القلب و اللسان امين'
MSA,'اللهم زينا بالخلق الحسن و إرزقنا الأمانة و نظافة القلب و اللسان آمين'
Dialect,'الأسلام نعمة كبيرة من عند ربنا لا تقدر بكنوز الدنيا كلها'
MSA,'الإسلام نعمة كبيرة من عند ربنا لا تقدر بكنوز الدنيا كلها'
Dialect,'قصة جميلة جدا تعكس معنى الايمان و التمسك بالعقيدة الصحيحة و حسن تعاليمها'
MSA,'قصة جميلة جدا تعكس معنى الإيمان و التمسك بالعقيدة الصحيحة و حسن تعاليمها'
Dialect,'اللهم أرضنا و أرضى علينا'
MSA,'اللهم إرضنا و ارضى علينا'
Dialect,'ابتعد عن التشاؤم وعيش يومك بالتفاؤل لغد احلى'
MSA,'إبتعد عن التشاؤم وعش يومك بالتفاؤل لغد أحلى'
Dialect,'اذا لم تقل لا للظلم فسيستمر إلى الابد'
MSA,'اذا لم تقل لا للظلم فسيستمر إلى الأبد'
Dialect,'اللهم اكرمنا برضاك'
MSA,'اللهم أكرمنا برضاك'
Dialect,'و مفيش احلى من قضاء ربنا'
MSA,'و لا يوجد أحلى من قضاء ربنا'
Dialect,'الحمد لله الحمد لله الحمد لله لن يسعنا الكون حمدا و شكرا ففضلك ربي اعظم و انت ربنا الاكرم'
MSA,'الحمد لله الحمد لله الحمد لله لن يسعنا الكون حمدا و شكرا ففضلك ربي أعظم و أنت ربنا الأكرم'
Dialect,'يا رب اسعد قلبي'
MSA,'يا رب أسعد قلبي'
Dialect,'الحمد لله على القضا و القدر'
MSA,'الحمد لله على القضاء و القدر'
Dialect,'الحمد لله ما اكرمك يا الله'
MSA,'الحمد لله ما أكرمك يا الله'
Dialect,'ما اكرمك يا ربي يا كريم'
MSA,'ما أكرمك يا ربي يا كريم'
Dialect,'الحمد لله الذى لا يُحمد على مكره سواه'
MSA,'الحمد لله الذى لا يُحمد على مكروه سواه'
Dialect,'الحمد لله رب العالمين على عطاه و رضا'
MSA,'الحمد لله رب العالمين على عطائه و رضاه'
Dialect,'أن الله موجود'
MSA,'إن الله موجود'
Dialect,'يا رب رضينا و امنا و صدقنا ... فارضينا برضاك عنا .. و اجبر كسر قلوبنا و هون علينا'
MSA,'يا رب رضينا و آمنا و صدقنا ... فأرضينا برضاك عنا .. و أجبر كسر قلوبنا و هون علينا'
Dialect,'صدقت يا رب إجعلنا راضين بقدرك'
MSA,'صدقت يا رب اجعلنا راضين بقدرك'
Dialect,'انشاء الله نكون راضين بقضاء الله و لكننا نرجو من الله اللطف فيه'
MSA,'إن شاء الله نكون راضين بقضاء الله و لكننا نرجوا من الله اللطف فيه'
Dialect,'اللهم اصلح سرى و علانيتى'
MSA,'اللهم أصلح سري و علانيتي'
Dialect,'ساعات اللى فى السر هو اللى بيخلى الناس تحبك فى العلن من غير ما يكونوا عارفين الا انهم بيحبوك من غير سبب'
MSA,'أوقات الذي في السر هو الذي يجعل الناس تحبك فى العلن من دون أن يكونوا عارفين إلا إنهم يحبوك من غير سبب'
Dialect,'يا رب اللهم اجعلنى خير مما يظنون و اغفر لى ما لا يعلمون'
MSA,'يا رب اللهم اجعلنى خير مما يظنون و إغفر لي ما لا يعلمون'
Dialect,'ربنا يصلح احوالنا يا رب ظاهرا و باطن'
MSA,'ربنا يصلح أحوالنا يا رب ظاهرا و باطنا'
Dialect,'اللهم اجعلنا ممن تنظر اليهم بحب و اشتياق و اجعلنا من عبادك التوابين المخلصين العابدين الحق لدينك و احفظنا و قنا نار وقودها الناس و الحجاره يا رب'
MSA,'اللهم اجعلنا ممن تنظر اليهم بحب و إشتياق و اجعلنا من عبادك التوابين المخلصين العابدين الحق لدينك و إحفظنا و قنا نار وقودها الناس و الحجارة يا رب'
Dialect,'اللهم إجعل سريرتي خير من نيتي و اجعل نيتي صالحة'
MSA,'اللهم اجعل سريرتي خير من نيتي و اجعل نيتي صالحة'
Dialect,'الله يبارك لنا فى ايامنا'
MSA,'الله يبارك لنا فى أيامنا'
Dialect,'اللهم اصلح نفوسنا لما يرضيك عنها'
MSA,'اللهم أصلح نفوسنا لما يرضيك عنها'
Dialect,'نحن نحبك في الله و ندعو لك بظهر الغيب'
MSA,'نحن نحبك في الله و ندعوا لك بظهر الغيب'
Dialect,'اللهم ارزقنا الاخلاص'
MSA,'اللهم أرزقنا الإخلاص'
Dialect,'اللهم لا تدع لى ذنبا الا غفرتة . اللهم اصلح لى دينى'
MSA,'اللهم لا تدع لي ذنبا إلا غفرتة . اللهم أصلح لي ديني'
Dialect,'الاخلاص اللهم انا نسالك الاخلاص فى القول و العمل و السر و العلن'
MSA,'الإخلاص اللهم إنا نسألك الإخلاص فى القول و العمل و السر و العلن'
Dialect,'من بغضه رب العالمين لن يحبه احد , قلوب العباد بين اصبعين من اصابع الرحمن'
MSA,'من بغضه رب العالمين لن يحبه أحد , قلوب العباد بين إصبعين من أصابع الرحمن'
Dialect,'اللهم احسن خواتيم اعمالنا و اجعل كل اوقاتنا طاعه'
MSA,'اللهم أحسن خواتيم أعمالنا و اجعل كل أوقاتنا طاعة'
Dialect,'اللهم ارزقنا السلامة و العافية في ديننا و دنيانا'
MSA,'اللهم إرزقنا السلامة و العافية في ديننا و دنيانا'
Dialect,'من احبه الله  حبب به خلقه'
MSA,'من أحبه الله  حبب به خلقه'
Dialect,'اللهم اصلح حالي و احفظني و نور قلبي و اجعل طريق الخير طريقي و اجعل عملي خالصا لوجهك الكريم و توب علي و اغفر لي زلاتي'
MSA,'اللهم أصلح حالي و احفظني و نور قلبي و اجعل طريق الخير طريقي و اجعل عملي خالصا لوجهك الكريم و تب علي و اغفر لي زلاتي'
Dialect,'اللهم اهدنى الى ما تحب و ترضى'
MSA,'اللهم إهدنى إلى ما تحب و ترضى'
Dialect,'اللهم انك عفو تحب العفو فاعف عنا'
MSA,'اللهم إنك عفو تحب العفو فاعف عنا'
Dialect,'اللهم ارزقني حبك و حب من أحبك و حب عمل يقربني لحبك'
MSA,'اللهم إرزقني حبك و حب من أحبك و حب عمل يقربني لحبك'
Dialect,'بارك اللة فيك و نتمنى المزيد من النصائح'
MSA,'بارك الله فيك و نتمنى المزيد من النصائح'
Dialect,'اللهم اغفر لنا انا كنا ظالمين و ادخلنا الجنة سالمين'
MSA,'اللهم إغفر لنا إنا كنا ظالمين و ادخلنا الجنة سالمين'
Dialect,'ما اضيق العيش لولا فسحة الامل،...الحمد لله'
MSA,'ما اضيق العيش لولا فسحة الأمل،...الحمد لله'
Dialect,'اللهم اصلح حال المسلمين و اجعلهم من المخلصين حتى نخرج مما نحن فيه لانه ان خلصت النوايا صلحت الاعمال'
MSA,'اللهم أصلح حال المسلمين و اجعلهم من المخلصين حتى نخرج مما نحن فيه لأنه إن خلصت النوايا صلحت الأعمال'
Dialect,'يا لطيف الله يلطف فينا و يصلحنا ظاهر باطن'
MSA,'يا لطيف الله يلطف بنا و يصلحنا ظاهرا باطنا'
Dialect,'اللهم انا نعوذ بك من الرياء و النفاق'
MSA,'اللهم إنا نعوذ بك من الرياء و النفاق'
Dialect,'اللهم لا تكلنا الى انفسنا طرفة عين'
MSA,'اللهم لا تكلنا إلى أنفسنا طرفة عين'
Dialect,'اللهم أغفر لى و لأمة المسلمين أجمعين'
MSA,'اللهم إغفر لي و لأمة المسلمين أجمعين'
Dialect,'الهم اصلح بنات المسلمين'
MSA,'الهم أصلح بنات المسلمين'
Dialect,'المسلم الفطن النقي يتصرف بما يرضي الله في السر و العلن نسأل الله عز وجل ان نتبع كل ما يرضيه عنا'
MSA,'المسلم الفطن النقي يتصرف بما يرضي الله في السر و العلن نسأل الله عز وجل أن نتبع كل ما يرضيه عنا'
Dialect,'اللهم حسننا و حسن اعمالنا ظاهرا و باطنا و لا تجعلنا نعمل الا ما يرضيك عنا برحمتك يا ارحم الراحمين'
MSA,'اللهم حسنا و حسن أعمالنا ظاهرا و باطنا و لا تجعلنا نعمل إلا ما يرضيك عنا برحمتك يا أرحم الراحمين'
Dialect,'ما احلى الوجود بقرب الله'
MSA,'ما أحلى الوجود بقرب الله'
Dialect,'ان الجميل اذا اخفيته ظهرا'
MSA,'إن الجميل إذا أخفيته ظهر'
Dialect,'اللهم ارنا الحق حقا و ارزقنا اتباعه و ارنا الباطل باطلا و ارزقنا اجتنابه'
MSA,'اللهم أرنا الحق حقا و ارزقنا إتباعه و أرنا الباطل باطلا و ارزقنا إجتنابه'
Dialect,'انا انصح كل انسان ان لايكذب لان الكذب مداه قصير'
MSA,'أنا أنصح كل إنسان أن لايكذب لأن الكذب مداه قصير'
Dialect,'اللهم اصلحنا و طهر قلوبنا من النفاق'
MSA,'اللهم أصلحنا و طهر قلوبنا من النفاق'
Dialect,'تفاءل بالخير تجده'
MSA,'تفائل بالخير تجده'
Dialect,'اللهم ارزقنا الاخلاص في القول و العمل و في السر و العلن و في الرخاء و الشده و في العافيه و المرض و عند الابتلاء'
MSA,'اللهم ارزقنا الإخلاص في القول و العمل و في السر و العلن و في الرخاء و الشدة و في العافية و المرض و عند الإبتلاء'
Dialect,'اللهم اني اسألك خشية في السر و العلن'
MSA,'اللهم إني أسألك خشية في السر و العلن'
Dialect,'اللهم اني اسالك اخلاص النية و كرم الطوية'
MSA,'اللهم إني أسألك إخلاص النية و كرم الطوية'
Dialect,'اللهم نقي نفوسنا و أجعلنا لك من المخلصين سرا و جهرا'
MSA,'اللهم نقي نفوسنا و اجعلنا لك من المخلصين سرا و جهرا'
Dialect,'تذكر من كذب يكتب عندا الله كاذب , لا اله الا الله اما من يتحرى الصدق يكتب عندا الله صادقا'
MSA,'تذكر من كذب يكتب عند الله كاذب , لا إله إلا الله أما من يتحرى الصدق يكتب عند الله صادقا'
Dialect,'اللهم قني عذاب النار و ادخلني جناتك'
MSA,'اللهم قني عذاب النار و أدخلني جناتك'
Dialect,'اعمل ليومك و غدك و كن متفائلا دائما يا صاحبي'
MSA,'إعمل ليومك و غدك و كن متفائلا دائما يا صاحبي'
Dialect,'ما في أحلى من التفائل الواحد بعيش مرتاح'
MSA,'لا يوجد أحلى من التفاؤل الواحد يعيش مرتاح'
Dialect,'عيش زي ما بدك و ما ترد على حدا ابدا'
MSA,'عش مثل ما تريد و لا ترد على أحد أبدا'
Dialect,'انا بحب كل الناس و بتمنالهم الخير'
MSA,'أنا أحب كل الناس و أتمنى لهم الخير'
Dialect,'ارضى عني يا رب'
MSA,'إرضى عني يا رب'
Dialect,'التفائل حلو في الحياة بس الاهم تكون عايش مع ناس متفائلين مش تكون لحالك المتفائل'
MSA,'التفاؤل جميل في الحياة لكن الأهم أن تكون عائش مع أناس متفائلين لا تكون لوحدك المتفائل'
Dialect,'لازم كل واحد فينا يفكر بشكل ايجابي و يبعد عنه السلبيات'
MSA,'يجب على كل واحد فينا أن يفكر بشكل إيجابي و يبعد عنه السلبيات'
Dialect,'البيت اللي فيه فرح و سعادة دايما بكون متفائل و سعيد بحاضره و مستقبله'
MSA,'البيت الذي فيه فرح و سعادة دائما يكون متفائل و سعيد بحاضره و مستقبله'
Dialect,'انا دايما فرحان و مش سائل بالدنيا و الحمد لله'
MSA,'أنا دايما فرحان و غير سائل بالدنيا و الحمد لله'
Dialect,'اهم اشي اكون مبسوط'
MSA,'أهم شيء أن أكون مبسوط'
Dialect,'بلا هم و بلا وجع راس خليك رايق دايما'
MSA,'بلا هم و بلا وجع رأس إبقى رائق دائما'
Dialect,'انبسط يا عم و افرح'
MSA,'إنبسط يا هذا و إفرح'
Dialect,'انت مو انت و انت جوعان كل شوكولاته و افرح'
MSA,'أنت لست أنت و أنت جوعان كل شوكولاتة و إفرح'
Dialect,'الموت مع الناس رحمه..'
MSA,'الموت مع الناس رحمة..'
Dialect,'الله يكثر الافراح'
MSA,'الله يكثر الأفراح'
Dialect,'ان الله على كل شيء قدير'
MSA,'إن الله على كل شيء قدير'
Dialect,'بسمه امل امس كانت محتاجه توضيح اكتر لان بعض الناس خلطت بينها و بين الواسطه'
MSA,'بسمة أمل أمس كانت محتاجة توضيح اكثر لأن بعض الناس خلطت بينها و بين الواسطة'
Dialect,'اكرمك الله يا استاذي الفاضل '
MSA,'أكرمك الله يا أستاذي الفاضل '
Dialect,'و نرجو لك دوام الخير و المحبة من الله و من الناس'
MSA,'و نرجوا لك دوام الخير و المحبة من الله و من الناس'
Dialect,'فعلا ان الطموح هو سر النجاح'
MSA,'فعلا إن الطموح هو سر النجاح'
Dialect,'عجبتني'
MSA,'أعجبتني'
Dialect,'حلو الشخص يكون عنده هدف و يشتغل عليه لكن الدراسه شئ ضروري ..'
MSA,'جميل الشخص أن يكون لديه هدف و يعمل عليه لكن الدراسة شئ ضروري ..'
Dialect,'صراحة الارادة و القناعة هيا الغنى الاكتفاء'
MSA,'صراحة الإرادة و القناعة هي الغنى الإكتفاء'
Dialect,'يا رب يكرمنا بأولادنا و أنا دائما بشجع إبني أن يكون كالجبل الذي لا تهزه الرياح العاتية'
MSA,'يا رب يكرمنا بأولادنا و أنا دائما أشجع إبني أن يكون كالجبل الذي لا تهزه الرياح العاتية'
Dialect,'انا بحبك في لله'
MSA,'أنا أحبك في الله'
Dialect,'ان النجاح يحتاج الي قلبا ثابت و عقلا راشد و طموحا واعد و تحدي كاسر'
MSA,'إن النجاح يحتاج إلى قلب ثابت و عقل راشد و طموح واعد و تحد كاسر'
Dialect,'ما شاء الله على هلتفائل الي عنده'
MSA,'ما شاء الله على هذا التفاؤل الذي عنده'
Dialect,'ربنا يباركلك يا أستاذي و يعزك'
MSA,'ربنا يبارك لك يا أستاذي و يعزك'
Dialect,' اللهم عفوك و رضاك و الجنه'
MSA,'اللهم عفوك و رضاك و الجنة'
Dialect,'عليك بتقوى الله ان كنت غافلاً'
MSA,'عليك بتقوى الله إن كنت غافلاً'
Dialect,'أللهم ارضنا بما قسمته لنا'
MSA,'اللهم ارضنا بما قسمته لنا'
Dialect,'و ما من دابة في الأرض و لا طائر يطير بجناحيه الأ على الله رزقه'
MSA,'و ما من دابة في الأرض و لا طائر يطير بجناحيه إلا على الله رزقه'
Dialect,'اللهم ان كان رزقي بعيدا فقربه لي و ان كان قريبا فيسره لي وان كان كثيرا فبارك لي فيه'
MSA,'اللهم إن كان رزقي بعيدا فقربه لي و إن كان قريبا فيسره لي وإن كان كثيرا فبارك لي فيه'
Dialect,'اللهم لا اعتراض على حكمك و ارزقنا انت خير الرازقين'
MSA,'اللهم لا اعتراض على حكمك و ارزقنا أنت خير الرازقين'
Dialect,'الله اكبر و ما من دابتن الا على الله رزقه'
MSA,'الله أكبر و ما من دابتٍ إلا على الله رزقها'
Dialect,'اللهم انا نسالك رزقا حلال طيبا مباركا يعيننا علي طاعتك'
MSA,'اللهم إنا نسألك رزقا حلال طيبا مباركا يعيننا علي طاعتك'
Dialect,'سبحانك ربي اني كنت من الضالمين'
MSA,'سبحانك ربي إني كنت من الظالمين'
Dialect,'عنجد الكذب اكبر ورطه'
MSA,'صدقا الكذب أكبر ورطة'
Dialect,'اللهم ارزقنا كما ترزق البغاث تسلميلي هنوده حلوه كثير الله يفتح عليكي و يهدينا و اياكي'
MSA,'اللهم ارزقنا كما ترزق البغاث تسلمي لي هنودة حلوة جدا الله يفتح عليكي و يهدينا و إياكي'
Dialect,'اللهم اكثر من امثالك يا دكتور عمرو و الله نفسنا تشرفنا فى مسجد الصديق'
MSA,'اللهم أكثر من امثالك يا دكتور عمرو و الله نتمنى أن تشرفنا فى مسجد الصديق'
Dialect,'اشهد الله اني احبك فى الله و ادعوا ان نحشر مع حبيبنا و امامنا محمد صلى الله عليه و سلم فى الجنة امين'
MSA,'أشهد الله أني أحبك فى الله و أدعوا أن نحشر مع حبيبنا و إمامنا محمد صلى الله عليه و سلم فى الجنة آمين'
Dialect,'اللهم ارزقنا رزق حلالا تغننا به عن حرامك , سبحان القادر المقتدر بيده ملكوت كل شيء'
MSA,'اللهم ارزقنا رزقاَ حلالا تغننا به عن حرامك , سبحان القادر المقتدر بيده ملكوت كل شيء'
Dialect,'اللهم ارزقنا العمل الصالح و الزريه الصالحه و ارزقنا يا الله حسن الخاتمه'
MSA,'اللهم ارزقنا العمل الصالح و الذرية الصالحة و ارزقنا يا الله حسن الخاتمة'
Dialect,'امشي عدل يحتار عدوك فيك'
MSA,'إمشي عدل يحتار عدوك فيك'
Dialect,'سبحان الله مالك السموات و الارض'
MSA,'سبحان الله مالك السموات و الأرض'
Dialect,'سبحان الله.. اللهم أرزقنا الطمأنينة و اليقين'
MSA,'سبحان الله.. اللهم ارزقنا الطمأنينة و اليقين'
Dialect,'هو رحيم بكل شىء في الكون هو الخالق فلابد ان يرزق مخلوقاته'
MSA,'هو رحيم بكل شىء في الكون هو الخالق فلابد أن يرزق مخلوقاته'
Dialect,'اطمئن يا قلبى فرزقى لا ياخذة غيرى'
MSA,'إطمئن يا قلبى فرزقي لا يأخذة غيري'
Dialect,'ما ارحمك يا ربى بخلقك سبحانك يا حبيبى يا الله'
MSA,'ما أرحمك يا ربي بخلقك سبحانك يا حبيبى يا الله'
Dialect,'ان الله هو الرزاق دو القوة المتين'
MSA,'إن الله هو الرزاق ذو القوة المتين'
Dialect,'الله يزيدك من العلم ما تنتفع به الامه'
MSA,'الله يزيدك من العلم ما تنتفع به الأمة'
Dialect,'الحمد لله على نعمه التي لا تحصى الحمد لله الذي تكفل برزقي الحمد لله لانه رب يستحق الحمد على السراء و الضراء'
MSA,'الحمد لله على نعمه التي لا تحصى الحمد لله الذي تكفل برزقي الحمد لله لأنه رب يستحق الحمد على السراء و الضراء'
Dialect,'اللهم اغننا بحلالك عن حرامك و اغننا بفضلك عمن سواك'
MSA,'اللهم أغننا بحلالك عن حرامك و أغننا بفضلك عمن سواك'
Dialect,'سبحان الله قادر على كل شىء'
MSA,'سبحان الله قادر على كل شيء'
Dialect,'سبحان الله ان الله يرزق الدوده في جوف البحر'
MSA,'سبحان الله إن الله يرزق الدودة في جوف البحر'
Dialect,'أن الله لا يتخل عن عباده أبدا'
MSA,'إن الله لا يتخلى عن عباده أبدا'
Dialect,'الاهم نكون صادقين مع نفسنا لنكون صادقين مع الاخرين'
MSA,'الأهم أن نكون صادقين مع أنفسنا لنكون صادقين مع الآخرين'
Dialect,'تسلم انت و افكارك'
MSA,'تسلم أنت و أفكارك'
Dialect,'يا رب يتقبل منا و الله العقل مو فاضي و القلب مكسور'
MSA,'يا رب يتقبل منا و الله العقل غير فاضي و القلب مكسور'
Dialect,'مطلوب نصيحه منك لكي نستحضر الخشوع'
MSA,'مطلوب نصيحة منك لكي نستحضر الخشوع'
Dialect,'استاذ عمرو يا ريت شوية تركيز على اخوتنا في بورما انهم يتعرضوا لحرب اباده حقيقيه'
MSA,'أستاذ عمرو يا ليت القليل من التركيز على إخوتنا في بورما إنهم يتعرضون لحرب إباده حقيقية'
Dialect,'يا رب بلغنا رمضان و أنت راضي عنا'
MSA,'يا رب بلغنا رمضان و أنت راض عنا'
Dialect,'ان شاء الله يتقبل الله صلاتنا و يزيد في صلاتنا الخشوع'
MSA,'إن شاء الله يتقبل الله صلاتنا و يزيد في صلاتنا الخشوع'
Dialect,'جزاك الله كل خير دكتور عمرو و ربنا يتقبل منا و منكم سائر الاعمال'
MSA,'جزاك الله كل خير دكتور عمرو و ربنا يتقبل منا و منكم سائر الأعمال'
Dialect,'كل شخص فينا بيتمنى الخشوع في صلاته يا رب يتقبل صلاتنا و صيامنا'
MSA,'كل شخص فينا يتمنى الخشوع في صلاته يا رب تقبل صلاتنا و صيامنا'
Dialect,'الحمد لله نامل من الله ان يمن علينا بالهدايه'
MSA,'الحمد لله نأمل من الله أن يمن علينا بالهداية'
Dialect,'يا رب إجعلنا من الصالحين'
MSA,'يا رب اجعلنا من الصالحين'
Dialect,'بطارية التقوى صار بدها شحن'
MSA,'بطارية التقوى صارت تريد شحن'
Dialect,'الخشوع إحساس جميل جد أمام الله القلب يحب و الدمع صافي و متعه و بعد الصلاة راحه فائقه أتمنى لكل المسلمين هذا الخشوع'
MSA,'الخشوع إحساس جميل جداَ أمام الله القلب يحب و الدمع صافي و متعة و بعد الصلاة راحه فائقة أتمنى لكل المسلمين هذا الخشوع'
Dialect,'نرجو من الله أن يتقبل صلاتنا رغم ما تمر به بلدنا من أزمة صار الواحد خايف على نفسه و مستعجل بصلاته و أنا كلما صليت اعتبرها صلاة مودع فيخشع قلبي و تدمع عيناي'
MSA,'نرجوا من الله أن يتقبل صلاتنا رغم ما تمر به بلدنا من أزمة أصبح الشخص خائف على نفسه و مستعجل بصلاته و أنا كلما صليت أعتبرها صلاة مودع فيخشع قلبي و تدمع عيناي'
Dialect,'ليت كل ايام السنة رمضان'
MSA,'ليت كل أيام السنة رمضان'
Dialect,'يا رب اريد تجديد ايماني ساعدني'
MSA,'يا رب أريد تجديد إيماني ساعدني'
Dialect,' اي صح و حاليا فاقده الاثنين'
MSA,'أي صحيح و حاليا فاقدة الإثنين'
Dialect,'انا كل يوم أقول غدا سوف اصلي لكن لا اقدر و انا أدعوا الله دائما ان يهديني .أرجو من من يملك حل مراسلتي.'
MSA,'أنا كل يوم أقول غدا سوف أصلي لكن لا أقدر و أنا أدعوا الله دائما أن يهديني .أرجو من من يملك حل مراسلتي.'
Dialect,'طريق واحد عدم اليئس هو طريق النجاح'
MSA,'طريق واحد عدم اليأس هو طريق النجاح'
Dialect,'اني احبك في الله'
MSA,'إني احبك في الله'
Dialect,'اشتاق للصلاه و دائما'
MSA,'أشتاق للصلاه و دائما'
Dialect,'ايارب يتقبل منا'
MSA,'يارب يتقبل منا'
Dialect,'اصلي يروح الهم ينشرح صدري ب الصلاة'
MSA,'أصلي يذهب الهم ينشرح صدري بالصلاة'
Dialect,'ربنا يوفق الجميع علي الخشوع'
MSA,'ربنا يوفق الجميع على الخشوع'
Dialect,'أسوء شيء ان تكذب لأنك ستبدأ سلسلة لا نهاية لها من الأكاذيب و في النهاية ستكشف'
MSA,'أسوأ شيء أن تكذب لأنك ستبدأ سلسلة لا نهاية لها من الأكاذيب و في النهاية ستكشف'
Dialect,'اللهم اعنا على ذكرك وشكرك وحسن عبادتك'
MSA,'اللهم أعنا على ذكرك وشكرك وحسن عبادتك'
Dialect,'ربنا يهديني ويجعلني من الخاشعين والمسلمين اجمعين'
MSA,'ربنا يهديني ويجعلني من الخاشعين والمسلمين أجمعين'
Dialect,'بدعى على طول بأن الله يرزقنى الخشوع'
MSA,'أدعي دائما بأن الله يرزقني الخشوع'
Dialect,'ان الله لا يضيع أجر المحسنين'
MSA,'إن الله لا يضيع أجر المحسنين'
Dialect,'الحمدلله من كل ضيق اسجد لله احس ان فى اعله مستوا وانسا واتذلل الى الله ليحمينى من فتن الدنيا و احسن منزلى فى الجنه'
MSA,'الحمدلله من كل ضيق أسجد لله أحس أني في أعلا مستوى وأنسى وأتذلل إلى الله ليحميني من فتن الدنيا و أحسن منزلي فى الجنة'
Dialect,'يارب يتقبل منا والله العقل مو فاضي والقلب مكسور'
MSA,'يارب يتقبل منا والله العقل غير فاض والقلب مكسور'
Dialect,'ازعج شي الكذب'
MSA,'أزعج شيء الكذب'
Dialect,'بنحاول فى كل مره نكون افضل'
MSA,'نحاول فى كل مرة أن نكون أفضل'
Dialect,'الله يتئبل صلاتنا'
MSA,'الله يتقبل صلاتنا'
Dialect,'الخشوع هو المرحلة التالية للتركيز والتركيز يأتى بإطالة القراءة و التدبر و اطالة الركوع و السجود'
MSA,'الخشوع هو المرحلة التالية للتركيز والتركيز يأتى بإطالة القراءة و التدبر و إطالة الركوع و السجود'
Dialect,'يا رب نستغفرك ونتوب اليك'
MSA,'يا رب نستغفرك ونتوب إليك'
Dialect,'نسأل الله تعالى أن تكون بحق أرحنا بها يا بلال و ليس أرحنا منه'
MSA,'نسأل الله تعالى أن تكون بحق أرحنا بها يا بلال و ليس أرحنا منها'
Dialect,'الله يتمم افراح الجميع يا رب'
MSA,'الله يتمم أفراح الجميع يا رب'
Dialect,'عشان هيك قال النبي صلى الله عليه وسلم إن الكذب يهدي إلى الفجور...والفجور يهدي إلى النار'
MSA,'لذلك قال النبي صلى الله عليه وسلم إن الكذب يهدي إلى الفجور...والفجور يهدي إلى النار'
Dialect,'ما في احلى من الفرح'
MSA,'لا يوجد أجمل من الفرح'
Dialect,'اللمة هي احلى اشي بالافراح'
MSA,'اللمة هي أجمل شيء بالأفراح'
Dialect,'الحمدلله انا متفائلة جدا في كل امور حياتي ورح اضل هيك دائما'
MSA,'الحمدلله أنا متفائلة جدا في كل أمور حياتي و سوف أبقى هكذا دائما'
Dialect,'اللهم ارزق ابناء المسلمين زوجات صالحات وبنات المسلمين ازواج صالحين'
MSA,'اللهم ارزق أبناء المسلمين زوجات صالحات وبنات المسلمين أزواج صالحين'
Dialect,'الله لا يحرم حدا من العائلة الدافية والذرية الصالحة'
MSA,'الله لا يحرم أحدا من العائلة الدافئة والذرية الصالحة'
Dialect,'كلام سليم والصراحه راحه'
MSA,'كلام سليم والصراحة راحة'
Dialect,'احلى اشي في الحياة الاستقرار مع زوج صالح'
MSA,'أجمل شيء في الحياة الإستقرار مع زوج صالح'
Dialect,'الله يسعد كل البشر امين يا رب'
MSA,'الله يسعد كل البشر آمين يا رب'
Dialect,'يا ريت لو يعملوا دورات قبل الزواج'
